#LIBRARY    INDEN-Aug2023
#REACTION   MN-55(N,G)MN-56,SIG
#NUCLEUS    Mn-55
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     6e+07
#E,eV        Sig,b        Interpolation
 1099.33     35.2524      Lin-Lin
 1099.84     35.0845      Lin-Lin
 1100.35     34.6442      Lin-Lin
 1100.85     33.9509      Lin-Lin
 1101.36     33.0335      Lin-Lin
 1101.87     31.9276      Lin-Lin
 1102.51     30.3322      Lin-Lin
 1103.45     27.7294      Lin-Lin
 1105.1      23.0201      Lin-Lin
 1105.8      21.107       Lin-Lin
 1106.59     19.1201      Lin-Lin
 1107.17     17.7394      Lin-Lin
 1107.76     16.4565      Lin-Lin
 1108.35     15.2707      Lin-Lin
 1108.94     14.1791      Lin-Lin
 1109.52     13.1769      Lin-Lin
 1110.11     12.2585      Lin-Lin
 1110.7      11.4179      Lin-Lin
 1111.29     10.6488      Lin-Lin
 1111.87     9.94522      Lin-Lin
 1112.46     9.30134      Lin-Lin
 1113.05     8.71174      Lin-Lin
 1113.64     8.17137      Lin-Lin
 1114.22     7.67563      Lin-Lin
 1114.81     7.22029      Lin-Lin
 1115.4      6.80155      Lin-Lin
 1115.99     6.41597      Lin-Lin
 1116.57     6.06042      Lin-Lin
 1117.16     5.73213      Lin-Lin
 1117.95     5.33249      Lin-Lin
 1118.61     5.02349      Lin-Lin
 1119.43     4.67632      Lin-Lin
 1120.26     4.36301      Lin-Lin
 1121.08     4.07938      Lin-Lin
 1121.9      3.82182      Lin-Lin
 1122.72     3.58738      Lin-Lin
 1123.51     3.38329      Lin-Lin
 1124.29     3.19594      Lin-Lin
 1125.07     3.02362      Lin-Lin
 1125.86     2.86482      Lin-Lin
 1126.64     2.71818      Lin-Lin
 1127.82     2.51852      Lin-Lin
 1128.99     2.34021      Lin-Lin
 1130.17     2.18036      Lin-Lin
 1131.34     2.03657      Lin-Lin
 1132.52     1.9068       Lin-Lin
 1133.69     1.78932      Lin-Lin
 1134.87     1.68264      Lin-Lin
 1136.04     1.58551      Lin-Lin
 1137.22     1.49683      Lin-Lin
 1138.39     1.41567      Lin-Lin
 1139.57     1.3412       Lin-Lin
 1140.74     1.27273      Lin-Lin
 1142.29     1.19074      Lin-Lin
 1143.81     1.1178       Lin-Lin
 1145.34     1.05176      Lin-Lin
 1146.86     0.991781     Lin-Lin
 1148.58     0.930776     Lin-Lin
 1150.48     0.869923     Lin-Lin
 1152.38     0.815335     Lin-Lin
 1154.28     0.766201     Lin-Lin
 1156.21     0.721198     Lin-Lin
 1158.17     0.679913     Lin-Lin
 1160.13     0.642493     Lin-Lin
 1162.09     0.608474     Lin-Lin
 1164.05     0.577459     Lin-Lin
 1166.01     0.549108     Lin-Lin
 1167.96     0.523126     Lin-Lin
 1170.9      0.48805      Lin-Lin
 1173.06     0.464955     Lin-Lin
 1176.29     0.43386      Lin-Lin
 1179.52     0.406403     Lin-Lin
 1182.46     0.384167     Lin-Lin
 1185.39     0.364169     Lin-Lin
 1188.4      0.345693     Lin-Lin
 1191.55     0.328292     Lin-Lin
 1194.7      0.312603     Lin-Lin
 1197.89     0.298241     Lin-Lin
 1202.15     0.281058     Lin-Lin
 1206.42     0.265911     Lin-Lin
 1210.69     0.252497     Lin-Lin
 1214.96     0.240565     Lin-Lin
 1219.22     0.229909     Lin-Lin
 1223.5      0.22034      Lin-Lin
 1227.78     0.21172      Lin-Lin
 1232.64     0.202973     Lin-Lin
 1238.06     0.19435      Lin-Lin
 1242.94     0.187405     Lin-Lin
 1249.44     0.179207     Lin-Lin
 1255.95     0.172091     Lin-Lin
 1263.31     0.165065     Lin-Lin
 1268.51     0.160701     Lin-Lin
 1277.64     0.154043     Lin-Lin
 1286.77     0.148437     Lin-Lin
 1295.9      0.143656     Lin-Lin
 1301.99     0.140888     Lin-Lin
 1314.16     0.136169     Lin-Lin
 1328.27     0.131824     Lin-Lin
 1342.38     0.128447     Lin-Lin
 1358.1      0.125564     Lin-Lin
 1377.05     0.123092     Lin-Lin
 1393.52     0.121669     Lin-Lin
 1415.46     0.120558     Lin-Lin
 1439.61     0.120201     Lin-Lin
 1466.39     0.120738     Lin-Lin
 1495.24     0.122129     Lin-Lin
 1524        0.124376     Lin-Lin
