#LIBRARY    INDEN-Aug2023
#REACTION   CU-63(N,G)CU-64,SIG
#NUCLEUS    Cu-63
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 579.931     90.954       Lin-Lin
 579.989     84.9432      Lin-Lin
 580.048     79.4014      Lin-Lin
 580.106     74.2978      Lin-Lin
 580.164     69.6015      Lin-Lin
 580.223     65.2823      Lin-Lin
 580.281     61.3109      Lin-Lin
 580.339     57.6593      Lin-Lin
 580.398     54.3009      Lin-Lin
 580.456     51.2107      Lin-Lin
 580.515     48.3654      Lin-Lin
 580.573     45.7434      Lin-Lin
 580.631     43.3246      Lin-Lin
 580.69      41.0907      Lin-Lin
 580.777     38.0505      Lin-Lin
 580.865     35.3387      Lin-Lin
 580.953     32.912       Lin-Lin
 581.04      30.7329      Lin-Lin
 581.128     28.7694      Lin-Lin
 581.215     26.9941      Lin-Lin
 581.314     25.1929      Lin-Lin
 581.418     23.487       Lin-Lin
 581.522     21.9543      Lin-Lin
 581.626     20.5717      Lin-Lin
 581.73      19.3198      Lin-Lin
 581.836     18.1632      Lin-Lin
 581.945     17.0757      Lin-Lin
 582.054     16.0856      Lin-Lin
 582.164     15.1813      Lin-Lin
 582.273     14.3529      Lin-Lin
 582.383     13.592       Lin-Lin
 582.507     12.8021      Lin-Lin
 582.631     12.0804      Lin-Lin
 582.755     11.4191      Lin-Lin
 582.879     10.8115      Lin-Lin
 583.003     10.252       Lin-Lin
 583.127     9.73534      Lin-Lin
 583.313     9.03161      Lin-Lin
 583.448     8.56833      Lin-Lin
 583.594     8.10693      Lin-Lin
 583.74      7.68221      Lin-Lin
 583.886     7.29035      Lin-Lin
 584.105     6.75699      Lin-Lin
 584.324     6.2806       Lin-Lin
 584.543     5.85328      Lin-Lin
 584.772     5.45216      Lin-Lin
 585         5.09119      Lin-Lin
 585.229     4.76517      Lin-Lin
 585.458     4.46967      Lin-Lin
 585.687     4.20098      Lin-Lin
 585.962     3.90896      Lin-Lin
 586.26      3.62563      Lin-Lin
 586.558     3.37214      Lin-Lin
 586.856     3.14444      Lin-Lin
 587.154     2.93913      Lin-Lin
 587.461     2.74844      Lin-Lin
 587.784     2.56689      Lin-Lin
 588.107     2.40281      Lin-Lin
 588.43      2.25402      Lin-Lin
 588.753     2.11867      Lin-Lin
 589.076     1.99519      Lin-Lin
 589.425     1.87375      Lin-Lin
 589.773     1.76311      Lin-Lin
 590.122     1.66202      Lin-Lin
 590.471     1.56941      Lin-Lin
 590.819     1.48435      Lin-Lin
 591.219     1.39507      Lin-Lin
 591.644     1.30866      Lin-Lin
 592.069     1.23005      Lin-Lin
 592.495     1.15834      Lin-Lin
 592.92      1.09274      Lin-Lin
 593.37      1.02923      Lin-Lin
 593.87      0.965029     Lin-Lin
 594.369     0.906677     Lin-Lin
 594.869     0.853479     Lin-Lin
 595.369     0.804842     Lin-Lin
 595.868     0.760262     Lin-Lin
 596.417     0.71542      Lin-Lin
 596.967     0.674451     Lin-Lin
 597.516     0.636923     Lin-Lin
 598.065     0.602464     Lin-Lin
 598.798     0.560737     Lin-Lin
 599.434     0.527911     Lin-Lin
 600.071     0.497902     Lin-Lin
 600.707     0.470401     Lin-Lin
 601.344     0.44514      Lin-Lin
 602.193     0.414539     Lin-Lin
 602.984     0.38883      Lin-Lin
 603.774     0.365489     Lin-Lin
 604.565     0.344192     Lin-Lin
 605.356     0.324704     Lin-Lin
 606.147     0.306861     Lin-Lin
 607.094     0.287414     Lin-Lin
 608.12      0.268444     Lin-Lin
 609.145     0.25133      Lin-Lin
 610.17      0.235828     Lin-Lin
 611.196     0.221758     Lin-Lin
 612.217     0.209005     Lin-Lin
 613.228     0.197468     Lin-Lin
 614.24      0.186928     Lin-Lin
 615.251     0.177244     Lin-Lin
 616.599     0.165523     Lin-Lin
 617.961     0.154918     Lin-Lin
 619.334     0.145305     Lin-Lin
 620.708     0.136648     Lin-Lin
 622.081     0.128858     Lin-Lin
 623.46      0.121817     Lin-Lin
 624.844     0.115434     Lin-Lin
 626.228     0.109681     Lin-Lin
 627.612     0.104507     Lin-Lin
 629.025     0.0998024    Lin-Lin
 630.466     0.0955747    Lin-Lin
 631.907     0.091919     Lin-Lin
 633.348     0.0888568    Lin-Lin
 634.546     0.086795     Lin-Lin
 635.5       0.0855047    Lin-Lin
 636.454     0.0845741    Lin-Lin
 637.409     0.0840656    Lin-Lin
 637.886     0.0839988    Lin-Lin
 638.649     0.0842067    Lin-Lin
 639.412     0.0848742    Lin-Lin
 640.176     0.086117     Lin-Lin
 640.748     0.0875268    Lin-Lin
 641.275     0.0892785    Lin-Lin
 641.78      0.0914577    Lin-Lin
